,user_id,install_date,country,test_group,trial,paid,subscription_name,revenue_1m
81,01638be59ede85425d5f1b13c2e25962,2023-06-04,AU,treatment,0,0,,0.0
82,0163fe24a3aa8a944bc6a9110fa44503,2023-06-05,CA,control,0,0,,0.0
83,016c2f85a8bafed789ceef9df966e79d,2023-06-02,GB,treatment,0,0,,0.0
84,016fbad78dc124dabf959da426fb856d,2023-06-06,GB,control,0,0,,0.0
85,0171883c0e004acb7104afa91284bf93,2023-06-01,US,control,0,0,,0.0
86,0175e2ad1acbbaec77df9bf79525afdc,2023-06-02,CA,control,0,0,,0.0
87,01789673eb76823a948ae1926dc7422c,2023-06-07,CA,treatment,0,0,,0.0
88,01791ea5300e6a013a17ff30cc6232a4,2023-06-04,US,treatment,0,0,,0.0
89,017a989b6d6065993c9e78f1152a4b89,2023-06-02,CA,control,0,0,,0.0
90,0183821e33b950968860602585d00255,2023-06-02,US,control,0,0,,0.0
91,01842b4b4f5db956c97b937558e9896c,2023-06-02,US,control,1,0,monthly.5.99.3d.trial,0.0
92,0188ebf1602921ea5385b40a2147398d,2023-06-03,GB,treatment,0,0,,0.0
93,019b26835ff71d490518e7350bd96f61,2023-06-02,GB,control,0,0,,0.0
94,01a064916bcfd9e9e234b0b411fd54a9,2023-06-07,AU,control,0,0,,0.0
95,01a3f9072941f4d3b8d6369fa215b6b4,2023-06-02,US,treatment,0,0,,0.0
96,01aed01a729634fffb487b0b46fd02e3,2023-06-03,GB,treatment,1,0,weekly.2.99.3d.trial,0.0
97,01b0cc60e810d40cbaca94eb6ff3092c,2023-06-02,CA,treatment,0,0,,0.0
98,01b5ada235efccab328f63fea374c8ae,2023-06-02,AU,treatment,0,0,,0.0
99,01b6129f5ee647991b213919385757e3,2023-06-05,CA,control,0,0,,0.0
100,01b84d49f41e37d1a5749635af3806d5,2023-06-04,AU,control,0,0,,0.0
101,01c6470e2eaf18495a65dd5888c828ba,2023-06-06,US,treatment,0,0,,0.0
102,01d5ace264d8ed28f33d0ebcecb8ab61,2023-06-05,AU,control,0,0,,0.0
103,01d876bf0f1aadb438f443279b63ec6e,2023-06-01,US,treatment,0,0,,0.0
104,01d9c330e74c1b493939f0b7fddc1b07,2023-06-04,GB,control,0,0,,0.0
105,01da0f88a9c5fee967a2d1b835db9b6c,2023-06-06,GB,treatment,0,0,,0.0
106,01df60556a7d9152189e1020f09fe0a6,2023-06-07,US,treatment,0,0,,0.0
107,01e0574d324f9dbdf84e5d51e4c10a26,2023-06-02,US,control,0,0,,0.0
108,01e7d1e48011e8ee9d913444a611b123,2023-06-07,US,control,0,0,,0.0
109,01ef9e78682ff8e3220ce8acf935c74c,2023-06-01,GB,treatment,0,0,,0.0
110,01f05e680cc5ee8e2b89a61b2be26f35,2023-06-05,US,treatment,0,0,,0.0
111,01f5b656b60e629bbcb8f816e5a33071,2023-06-03,CA,control,0,0,,0.0
112,01fc8c85726906af6357e740fffa877b,2023-06-02,US,control,0,0,,0.0
113,01ff5c6017405bd5327c3d2c5dbddd4a,2023-06-04,GB,control,0,0,,0.0
114,0200850c26606948288bd1bc976b4b85,2023-06-05,US,control,0,0,,0.0
115,0201f394c30451f4625d3627b077512b,2023-06-02,CA,control,0,0,,0.0
116,0209f2de181ad0708dbecaabbd8d11bc,2023-06-03,AU,treatment,0,0,,0.0
117,020c458e297a06734859f5795fcc6192,2023-06-05,AU,control,0,0,,0.0
118,0215524864d93eb8119fd823eb4ad72b,2023-06-07,GB,control,0,0,,0.0
119,0215eba5cf412a4235fc40de1fccf866,2023-06-06,CA,control,0,0,,0.0
120,021a9093e1959f68a816685a48cc06ad,2023-06-04,AU,treatment,0,0,,0.0
121,021cbdc37d3b534117892310e23380d0,2023-06-04,US,control,1,0,monthly.5.99.3d.trial,0.0
122,021d1ce7b3d913a742a998bf9195b4fa,2023-06-07,US,control,1,0,monthly.5.99.3d.trial,0.0
123,02298110abe2817a0d3c801b12448379,2023-06-07,GB,treatment,0,0,,0.0
124,022abb7f3208ebc9e4565552554edf41,2023-06-02,US,control,0,0,,0.0
125,023bef833fda39cf0423a3c160facbe7,2023-06-02,CA,control,0,0,,0.0
126,02466d3d474bed5cc90a3da277f86124,2023-06-04,GB,control,0,0,,0.0
127,025438610076f06fa8afb2f592dfc191,2023-06-06,CA,treatment,0,0,,0.0
128,025cba1d66d48ab71362ae8c28485741,2023-06-05,CA,treatment,0,0,,0.0
129,02603464cadb08a23a65e382fc0da876,2023-06-02,US,control,0,0,,0.0
130,0261690b7319f97e4418c1a7e9b35c50,2023-06-01,GB,control,0,0,,0.0
131,0268dc76ea79164542cf9f8a1f39a5a1,2023-06-01,CA,control,0,0,,0.0
132,026c2215e5032df64efffb373385ab01,2023-06-07,GB,control,1,0,monthly.5.99.3d.trial,0.0
133,026d6154133f30d84546ca5c7d50ac2e,2023-06-04,US,treatment,0,0,,0.0
134,026dbc42a9af3f6abcf2db8159d8b45b,2023-06-05,CA,control,0,0,,0.0
135,026fde4e4c434de54611eac73e09e5db,2023-06-04,US,control,0,0,,0.0
136,0274d6ca4671b6fe304eb5d50f860520,2023-06-04,GB,treatment,0,0,,0.0
137,028058c5319d11e815849435a02b2294,2023-06-07,GB,treatment,0,0,,0.0
138,0285735fb3a98b75bed4257ff740d2f7,2023-06-02,AU,control,1,0,monthly.5.99.3d.trial,0.0
139,02889bad8c968e520207870dab1cbfc3,2023-06-03,CA,control,0,0,,0.0
140,02ae5d0e2eab9e744cb27309c64265d7,2023-06-01,GB,control,1,0,monthly.5.99.3d.trial,0.0
141,02b1b7cdb93963d3dc8ab430fc81394e,2023-06-02,AU,control,0,0,,0.0
142,02b24aa338bf33c10471fe71eada596c,2023-06-07,AU,treatment,0,0,,0.0
143,02b85d4f433187a3d31c8a432be369a6,2023-06-03,AU,treatment,0,0,,0.0
144,02b9bb3d23cf62b499ed80835205c6d5,2023-06-04,CA,treatment,0,0,,0.0
145,02c5ff29f78795d1e5313431829b29b4,2023-06-04,AU,treatment,0,0,,0.0
146,02cb59e4482255bed0e676e372ce8e2d,2023-06-04,GB,control,0,0,,0.0
147,02d519839e46e864e11c896c1711e365,2023-06-03,US,treatment,0,0,,0.0
148,02d5e3eb12268ca3ed3805ad19429372,2023-06-03,CA,treatment,0,0,,0.0
149,02d838fa27deee955c32503fa52aec21,2023-06-06,GB,treatment,0,0,,0.0
150,02e414d4a349207389b22219a7d8ed18,2023-06-04,GB,treatment,0,0,,0.0
151,02e4a450956efb4126ec1432920e1763,2023-06-05,US,control,0,0,,0.0
152,02eac0229b32d3c9eaab683073ab5894,2023-06-07,CA,treatment,0,0,,0.0
153,02ec8a8eb7b5380a1c420e56d6c75291,2023-06-04,AU,treatment,0,0,,0.0
154,02ed8514f8f1e61bbc98515254fc02bb,2023-06-02,GB,treatment,0,0,,0.0
155,02eec1490461f198a30f15d6c88ebc4b,2023-06-02,US,control,0,0,,0.0
156,02f3712007198c06ecf087e78e31317a,2023-06-04,AU,control,0,0,,0.0
157,02fb2dbbb6d579486f0ebc06ee79cc98,2023-06-04,US,treatment,0,0,,0.0
158,02fb4cd2b41e72a42103efd56204281b,2023-06-03,GB,control,1,0,monthly.5.99.3d.trial,0.0
159,02fe886ecf224f5de122ecf74727f579,2023-06-06,AU,control,0,0,,0.0
160,031680be98bfcdcdfb224129514fb0d6,2023-06-01,CA,control,0,0,,0.0
161,031784166e0fdd79e7b10bff568155ff,2023-06-04,US,treatment,0,0,,0.0
162,031d3692b9425ee588b0354a62a9b044,2023-06-03,CA,treatment,0,0,,0.0
163,032ec013bfb2fc65d612a9bc39402e83,2023-06-04,GB,treatment,0,0,,0.0
164,032f7c1ee50a9a3778db2c980b61e509,2023-06-06,US,control,0,0,,0.0
165,0332ece185ce6957e55b8b2ddd159ba1,2023-06-04,CA,control,0,0,,0.0
166,033a8195e1026a3c00ccc027822dc358,2023-06-06,US,control,0,0,,0.0
167,0342fce2e10f136d6f4e0cda933d9318,2023-06-02,AU,treatment,0,0,,0.0
168,034309d1e2a6032acc830c2390a7e1b4,2023-06-01,AU,treatment,0,0,,0.0
169,03497ae36f44ca7f8d091e96ce0b70ab,2023-06-03,US,control,0,0,,0.0
170,034bfe831252522a239c8ffc1b5f3d9e,2023-06-07,CA,treatment,0,0,,0.0
171,03519679cb6735d5a3870ca465d5e245,2023-06-06,US,treatment,0,0,,0.0
172,0357631e4ee7cc7aebc88d78b7de78a0,2023-06-02,GB,treatment,1,0,weekly.2.99.3d.trial,0.0
173,036393e0a93579406b31572803c6b5ed,2023-06-03,CA,treatment,0,0,,0.0
174,036cdb1cbeb3e369c16a99e9313459e1,2023-06-01,GB,treatment,0,0,,0.0
175,037227f26a8bccae9c856b7e092782c3,2023-06-05,AU,control,0,0,,0.0
176,03763ddc12aeac1769c559039c41446e,2023-06-01,CA,treatment,0,0,,0.0
177,0381bbf3d8bbb7de7f89d27451bf0bf5,2023-06-04,US,control,0,0,,0.0
178,0382b7aac1adb78743de167b5cd6a9ef,2023-06-03,GB,treatment,1,0,weekly.2.99.3d.trial,0.0
179,0386982266d784c8a48609095ae31b98,2023-06-07,US,control,0,0,,0.0
180,0386a778c25d6b2150c4a2d15906cc01,2023-06-07,AU,treatment,0,0,,0.0
181,038c88c17cefcef185bc64b3bcb909ab,2023-06-01,GB,treatment,0,0,,0.0
182,038e4ff56f2ef1ee5d0eb2f28b12900b,2023-06-01,AU,treatment,0,0,,0.0
183,0391de3c800439433a2406d4f3976646,2023-06-06,AU,treatment,0,0,,0.0
184,039b5fb308863d5da5cd9aff251dd58e,2023-06-02,AU,treatment,0,0,,0.0
185,03a317760a4e74749012db0aad61750d,2023-06-02,GB,treatment,0,0,,0.0
186,03a60f018c25bf942c4f03954d5df672,2023-06-07,GB,treatment,0,0,,0.0
187,03aa8dd1f863573f22206cbb7ae97415,2023-06-03,AU,control,0,0,,0.0
188,03ac301c6990fdaa5de7917321031dd6,2023-06-05,US,treatment,0,0,,0.0
189,03ad2e4b41e3b2c58461329486257a14,2023-06-07,GB,control,0,0,,0.0
190,03b39f012be0bdd79fbfd30953891de2,2023-06-06,US,control,0,0,,0.0
191,03b5a43b6a662e5c4d2f12728f357843,2023-06-01,AU,treatment,0,0,,0.0
192,03bb9677813600f65e87e2864341a9f6,2023-06-05,GB,control,0,0,,0.0
193,03bcbbed0a2894e53dd9a356050af7e6,2023-06-05,US,treatment,0,0,,0.0
194,03c1a106a7fe6d7242b1efd756177517,2023-06-01,AU,treatment,0,0,,0.0
195,03c79cdc275cbf47ebbbcf088f1b0150,2023-06-07,US,control,0,0,,0.0
196,03d226e14d18469abfb33f78ea4fd7af,2023-06-04,CA,control,0,0,,0.0
197,03d35976b3cf2fe86382343d35cab947,2023-06-07,CA,treatment,0,0,,0.0
198,03d8771deb8eb3066dbc31cdbed1bef6,2023-06-07,CA,treatment,0,0,,0.0
199,03da152006416ddfe85c93c26aa6d38a,2023-06-05,CA,control,0,0,,0.0
200,03db8ecd8b19f060bb90a60e01de02ae,2023-06-07,AU,treatment,0,0,,0.0
201,03e2a6892d92d474468379519faa82c8,2023-06-07,US,treatment,0,0,,0.0
202,03e8708d2b5099d46f92a32256f517f9,2023-06-04,GB,treatment,0,0,,0.0
203,03eae00a91f998e1498451962d37e90c,2023-06-05,US,control,0,0,,0.0
204,03eb112e3d110de02d193129de5895a8,2023-06-05,CA,control,1,0,monthly.5.99.3d.trial,0.0
205,03ebe362680738eb77053a1543cc5084,2023-06-05,GB,control,0,0,,0.0
206,03f288ec68c0714a3617b22a48aa6103,2023-06-07,CA,treatment,0,0,,0.0
207,03f5f554268f21c33372635e0190e750,2023-06-07,GB,control,0,0,,0.0
208,0401b6cc2680c6ed59d4d17b67e113a4,2023-06-07,CA,treatment,0,0,,0.0
209,04021e0b66c5462973b33b8e5504aaf9,2023-06-07,US,treatment,0,0,,0.0
210,040856a970cb1880c74c7ad84b793d3b,2023-06-05,CA,treatment,0,0,,0.0
211,0408c2a4904a9b467725dea1ba7b89bd,2023-06-01,AU,treatment,1,0,weekly.2.99.3d.trial,0.0
212,040b51cbd4e5f47c6f41095563bef547,2023-06-04,US,treatment,0,0,,0.0
213,040cb1349247453c86aa19dd805d3888,2023-06-05,CA,control,0,0,,0.0
214,040d25e22e9c1200b09cadbc8df9de54,2023-06-03,AU,treatment,0,0,,0.0
215,040de6f5b1a4245612831eb1b61c9db4,2023-06-02,GB,treatment,0,0,,0.0
216,040fb8d92e00fb48e6deafe18b21f722,2023-06-01,AU,treatment,0,0,,0.0
217,041651a85a7d68b72011341077da4b62,2023-06-06,GB,control,0,0,,0.0
218,042b9570fcf6749c3b40c719cee02806,2023-06-03,AU,treatment,0,0,,0.0
219,042bc695c31643e4ec9e24676ec79dc6,2023-06-07,GB,treatment,0,0,,0.0
220,043a12e7da70daa196e72ee03b529063,2023-06-05,GB,treatment,0,0,,0.0
221,043f7ee081d9f10c8475ba78cd667da9,2023-06-06,AU,control,0,0,,0.0
222,0441a704fca6706abeb77b34cdbb3ff8,2023-06-05,CA,treatment,0,0,,0.0
223,04436b7854c5d2f6eee2272ac0417a57,2023-06-07,AU,treatment,0,0,,0.0
224,04544ff8ba08f9e99fce9a539c11ac6b,2023-06-04,CA,treatment,0,0,,0.0
225,045630f7b17d3b7c5e597beb99572312,2023-06-02,US,treatment,0,0,,0.0
226,0458c598bea42c4c8561ee28e505ab30,2023-06-05,AU,treatment,0,0,,0.0
227,0459eba5d10011237668462c3fc01d8c,2023-06-04,CA,control,0,0,,0.0
228,0460ae7b4d83a058291d0d77c5c5f846,2023-06-02,CA,control,0,0,,0.0
229,0462c0089ddc553a3e198b52b8711740,2023-06-06,GB,control,1,0,monthly.5.99.3d.trial,0.0
230,0464ddfd40c14eb2ac3ecbae3eb16458,2023-06-02,AU,control,0,0,,0.0
231,046745bc9b5560679ae455ce4f14904e,2023-06-02,US,treatment,0,0,,0.0
232,046a6ae5a1dfa671fc401a2e5c47a187,2023-06-06,GB,treatment,0,0,,0.0
233,046aab9e43d70bc77fda1609a79bfdb4,2023-06-03,CA,treatment,0,0,,0.0
234,046d4972f0f371533852cc631f08e621,2023-06-04,US,treatment,1,0,weekly.2.99.3d.trial,0.0
235,0471943d0e93772b1f77223fa1977963,2023-06-07,AU,treatment,0,0,,0.0
236,04738caa75c5009ccd403dcc78a0c960,2023-06-03,CA,treatment,1,0,weekly.2.99.3d.trial,0.0
237,04742e826497f399dbcecbe6a73f82f8,2023-06-01,US,control,0,0,,0.0
238,0480260f529e0cdd99804338b389dbb6,2023-06-01,CA,control,0,0,,0.0
239,048251ba65d08b7739203f6081e560af,2023-06-05,CA,control,0,0,,0.0
240,0484f1cd9911b01a2eee3201778acd35,2023-06-07,AU,control,0,0,,0.0
241,048519536172e844094f131d1ee1857f,2023-06-05,US,treatment,0,0,,0.0
242,0485968cf29fe9917419e21fa67f5d12,2023-06-01,AU,control,0,0,,0.0
243,0489e9ace886945fe6bd6a738c3c575b,2023-06-05,CA,control,0,0,,0.0
244,048a601443cd68b0eb1102eedc5065fe,2023-06-06,US,control,0,0,,0.0
245,049974a47f0aa39326a5f67b6a6ac46a,2023-06-02,US,control,0,0,,0.0
246,04a01f6f149115f86d0ca20b8d797716,2023-06-02,CA,treatment,0,0,,0.0
247,04a5950f753ca16680b9ceaa57ae340d,2023-06-04,AU,control,0,0,,0.0
248,04ad879685b9e9018e77200630f3446f,2023-06-03,US,control,0,0,,0.0
249,04adedc0f67db1ed24cf76bffd27a8de,2023-06-06,GB,control,0,0,,0.0
250,04aed4d3b1b1d43b976228bb484676ed,2023-06-01,US,control,0,0,,0.0
251,04bf5f88607d5425eea42c2ff4eab678,2023-06-01,GB,treatment,0,0,,0.0
252,04c230a366b10ba9f9f3456ce558dcdc,2023-06-07,CA,treatment,1,0,weekly.2.99.3d.trial,0.0
253,04c3295adeac19aa7a90bdb61bafefed,2023-06-05,CA,control,0,0,,0.0
254,04c5fa99ef9f8a853b3ffe32ea161357,2023-06-04,CA,treatment,0,0,,0.0
255,04c7a8051696293ea345b1b9ae4cca7f,2023-06-05,CA,treatment,0,0,,0.0
256,04c882258a96bba952ca2b40126ce754,2023-06-05,AU,control,0,0,,0.0
257,04ca195a18e14d94d56ff2118ff57985,2023-06-01,US,treatment,0,0,,0.0
258,04cfaff1545250fa0757a77deffe133f,2023-06-01,AU,treatment,0,0,,0.0
259,04d02e23c4a92619a3d28fb57c8d49ed,2023-06-06,AU,treatment,0,0,,0.0
260,04df51ada786726a9cc896001a5cc9f4,2023-06-02,US,treatment,0,0,,0.0
261,04e022c8508b9560f19fc4c423446543,2023-06-05,GB,control,0,0,,0.0
262,04e2a0a711ac59b6a9a53bfd90c88c9f,2023-06-06,AU,control,0,0,,0.0
263,04e3aa998bf427d81dd9771f79da673f,2023-06-02,US,treatment,0,0,,0.0
264,04eb1bb5f533df961220dd5f04d6db35,2023-06-05,GB,control,0,0,,0.0
265,04f73b8ef2a628e09682e28b775b05a3,2023-06-06,US,treatment,0,0,,0.0
266,04fbfcd5f3c1866356ae5e7a8519d249,2023-06-01,AU,control,0,0,,0.0
267,050050a23dd69573d7870279113cb8ac,2023-06-01,AU,control,0,0,,0.0
268,05079de7e759c35916eded5cfc413229,2023-06-04,AU,treatment,0,0,,0.0
269,050aa2295a8b97f2a0dbd88613f7e241,2023-06-06,AU,control,0,0,,0.0
270,050be9b0a412e85a79170127d9aea851,2023-06-02,AU,control,0,0,,0.0
271,05145f510535a06fb5e0f5460405b860,2023-06-05,AU,control,0,0,,0.0
272,051bd0eac64b42100f3a39c17a5fedd8,2023-06-02,US,control,0,0,,0.0
273,0525163a3c5caff5c2b6323fef82b6d4,2023-06-07,CA,control,0,0,,0.0
274,0526d4627b74e4d84ff7afffeee9e2a4,2023-06-03,CA,treatment,1,0,weekly.2.99.3d.trial,0.0
275,052fdaa7d03bd876ebb7a2d3ec90c093,2023-06-05,US,control,0,0,,0.0
276,053349157b084868139a92ad52d8b87e,2023-06-07,AU,control,0,0,,0.0
277,0533aaa9bd5cd140c25b143283dcd2c3,2023-06-06,US,treatment,0,0,,0.0
278,053869db94e9021b0bd9abdf4487b384,2023-06-03,CA,control,0,0,,0.0
279,053c73984ae336f5980f89392fd47e6f,2023-06-01,US,treatment,0,0,,0.0
280,054299f71b7dd22ffc660542a55bf8d9,2023-06-05,CA,treatment,0,0,,0.0
281,0545b2685855ed8111bd5b3e1abc18fd,2023-06-04,AU,treatment,1,0,weekly.2.99.3d.trial,0.0
282,054688fa3fdf20d7d872e07d278ad5c8,2023-06-03,GB,treatment,0,0,,0.0
283,0564d6de0cb79657fc9902af0668846f,2023-06-02,US,treatment,0,0,,0.0
284,056601163cb24d95819a0ac4b3631a2a,2023-06-07,GB,treatment,0,0,,0.0
285,056a50f10557bc36ede0a3e27b02d7e0,2023-06-01,GB,treatment,1,0,weekly.2.99.3d.trial,0.0
286,056a7ccd510d0b3649435927a9a3c335,2023-06-04,GB,control,0,0,,0.0
287,056fe392b23fa7e68637ec76267d2ca6,2023-06-02,AU,control,0,0,,0.0
288,0571b8a87c4421e0279fc512bab787cc,2023-06-06,GB,control,1,0,monthly.5.99.3d.trial,0.0
289,05788a3a31a09d158bb28f690872ab3d,2023-06-05,CA,treatment,0,0,,0.0
290,057b17b5ebf9bbb294aebb47ce11f13f,2023-06-01,CA,control,0,0,,0.0
291,0580796f112a91d88b9163cb888d6db1,2023-06-04,CA,control,0,0,,0.0
292,05884069e3399210e5e2d5becda0c099,2023-06-01,CA,treatment,0,0,,0.0
293,058de6f8270dfbad4c987e0cb487f07e,2023-06-05,US,treatment,0,0,,0.0
294,05969387718cf8dbeacb84ce29aa3b56,2023-06-05,CA,treatment,0,0,,0.0
295,059871a4f6884be8f7cf57e843a195bb,2023-06-07,AU,control,0,0,,0.0
296,0599214dccdfc6f6795c893798d30a28,2023-06-02,GB,control,0,0,,0.0
297,059a5a46b02d90d8fbce023707886fcf,2023-06-06,CA,control,0,0,,0.0
298,05a60d71b92fbb6eed7e1aa4b4208455,2023-06-05,GB,control,0,0,,0.0
299,05acd08eb745a0a69061cecf53c6a0d2,2023-06-04,CA,treatment,0,0,,0.0
