,user_id,event_timestamp,first_purchase_time,cohort_week,product_id,lifetime_months,price,frequency,revenue
19,91996344-a94b-4f64-91d7-bd820248e4de,2023-05-20 19:51:18,2023-03-21 19:51:18,2023-03-19,monthly.12.49,2,12.49,7,87.43
20,91996344-a94b-4f64-91d7-bd820248e4de,2023-06-19 19:51:18,2023-03-21 19:51:18,2023-03-19,monthly.12.49,3,12.49,7,87.43
21,91996344-a94b-4f64-91d7-bd820248e4de,2023-07-19 19:51:18,2023-03-21 19:51:18,2023-03-19,monthly.12.49,4,12.49,7,87.43
22,91996344-a94b-4f64-91d7-bd820248e4de,2023-08-18 19:51:18,2023-03-21 19:51:18,2023-03-19,monthly.12.49,5,12.49,7,87.43
23,11e255be-23ab-4147-a634-4f612d63f82f,2023-10-08 04:41:17,2023-03-12 04:41:17,2023-03-05,monthly.12.49,7,12.49,8,99.92
24,11e255be-23ab-4147-a634-4f612d63f82f,2023-03-12 04:41:17,2023-03-12 04:41:17,2023-03-05,monthly.12.49,0,12.49,8,99.92
25,11e255be-23ab-4147-a634-4f612d63f82f,2023-04-11 04:41:17,2023-03-12 04:41:17,2023-03-05,monthly.12.49,1,12.49,8,99.92
26,11e255be-23ab-4147-a634-4f612d63f82f,2023-05-11 04:41:17,2023-03-12 04:41:17,2023-03-05,monthly.12.49,2,12.49,8,99.92
27,11e255be-23ab-4147-a634-4f612d63f82f,2023-06-10 04:41:17,2023-03-12 04:41:17,2023-03-05,monthly.12.49,3,12.49,8,99.92
28,11e255be-23ab-4147-a634-4f612d63f82f,2023-07-10 04:41:17,2023-03-12 04:41:17,2023-03-05,monthly.12.49,4,12.49,8,99.92
29,11e255be-23ab-4147-a634-4f612d63f82f,2023-08-09 04:41:17,2023-03-12 04:41:17,2023-03-05,monthly.12.49,5,12.49,8,99.92
30,11e255be-23ab-4147-a634-4f612d63f82f,2023-09-08 04:41:17,2023-03-12 04:41:17,2023-03-05,monthly.12.49,6,12.49,8,99.92
31,d48b5e71-e5bd-4a64-bda4-343239f2efad,2023-04-27 09:33:30,2023-04-27 09:33:30,2023-04-23,monthly.12.49,0,12.49,6,74.94
32,d48b5e71-e5bd-4a64-bda4-343239f2efad,2023-05-27 09:33:30,2023-04-27 09:33:30,2023-04-23,monthly.12.49,1,12.49,6,74.94
33,d48b5e71-e5bd-4a64-bda4-343239f2efad,2023-06-26 09:33:30,2023-04-27 09:33:30,2023-04-23,monthly.12.49,2,12.49,6,74.94
34,d48b5e71-e5bd-4a64-bda4-343239f2efad,2023-07-26 09:33:30,2023-04-27 09:33:30,2023-04-23,monthly.12.49,3,12.49,6,74.94
35,d48b5e71-e5bd-4a64-bda4-343239f2efad,2023-08-25 09:33:30,2023-04-27 09:33:30,2023-04-23,monthly.12.49,4,12.49,6,74.94
36,d48b5e71-e5bd-4a64-bda4-343239f2efad,2023-09-24 09:33:30,2023-04-27 09:33:30,2023-04-23,monthly.12.49,5,12.49,6,74.94
37,f626424b-5f4d-4cc0-8e8c-2d55f2d49e51,2023-10-07 12:54:31,2023-04-10 12:54:31,2023-04-09,monthly.12.49,6,12.49,7,87.43
38,f626424b-5f4d-4cc0-8e8c-2d55f2d49e51,2023-04-10 12:54:31,2023-04-10 12:54:31,2023-04-09,monthly.12.49,0,12.49,7,87.43
39,f626424b-5f4d-4cc0-8e8c-2d55f2d49e51,2023-05-10 12:54:31,2023-04-10 12:54:31,2023-04-09,monthly.12.49,1,12.49,7,87.43
40,f626424b-5f4d-4cc0-8e8c-2d55f2d49e51,2023-06-09 12:54:31,2023-04-10 12:54:31,2023-04-09,monthly.12.49,2,12.49,7,87.43
41,f626424b-5f4d-4cc0-8e8c-2d55f2d49e51,2023-07-09 12:54:31,2023-04-10 12:54:31,2023-04-09,monthly.12.49,3,12.49,7,87.43
42,f626424b-5f4d-4cc0-8e8c-2d55f2d49e51,2023-08-08 12:54:31,2023-04-10 12:54:31,2023-04-09,monthly.12.49,4,12.49,7,87.43
43,f626424b-5f4d-4cc0-8e8c-2d55f2d49e51,2023-09-07 12:54:31,2023-04-10 12:54:31,2023-04-09,monthly.12.49,5,12.49,7,87.43
44,3c72b25c-90a3-4a94-93d1-84bdeab7a7e9,2023-10-06 10:23:45,2023-04-09 10:23:45,2023-04-02,monthly.12.49,6,12.49,7,87.43
45,3c72b25c-90a3-4a94-93d1-84bdeab7a7e9,2023-04-09 10:23:45,2023-04-09 10:23:45,2023-04-02,monthly.12.49,0,12.49,7,87.43
46,3c72b25c-90a3-4a94-93d1-84bdeab7a7e9,2023-05-09 10:23:45,2023-04-09 10:23:45,2023-04-02,monthly.12.49,1,12.49,7,87.43
47,3c72b25c-90a3-4a94-93d1-84bdeab7a7e9,2023-06-08 10:23:45,2023-04-09 10:23:45,2023-04-02,monthly.12.49,2,12.49,7,87.43
48,3c72b25c-90a3-4a94-93d1-84bdeab7a7e9,2023-07-08 10:23:45,2023-04-09 10:23:45,2023-04-02,monthly.12.49,3,12.49,7,87.43
49,3c72b25c-90a3-4a94-93d1-84bdeab7a7e9,2023-08-07 10:23:45,2023-04-09 10:23:45,2023-04-02,monthly.12.49,4,12.49,7,87.43
50,3c72b25c-90a3-4a94-93d1-84bdeab7a7e9,2023-09-06 10:23:45,2023-04-09 10:23:45,2023-04-02,monthly.12.49,5,12.49,7,87.43
51,d6f7bfdd-6bc2-4a05-8070-2d1a874abd44,2023-10-14 06:00:06,2023-04-17 06:00:06,2023-04-16,monthly.12.49,6,12.49,7,87.43
52,d6f7bfdd-6bc2-4a05-8070-2d1a874abd44,2023-09-14 06:00:06,2023-04-17 06:00:06,2023-04-16,monthly.12.49,5,12.49,7,87.43
53,d6f7bfdd-6bc2-4a05-8070-2d1a874abd44,2023-04-17 06:00:06,2023-04-17 06:00:06,2023-04-16,monthly.12.49,0,12.49,7,87.43
54,d6f7bfdd-6bc2-4a05-8070-2d1a874abd44,2023-05-17 06:00:06,2023-04-17 06:00:06,2023-04-16,monthly.12.49,1,12.49,7,87.43
55,d6f7bfdd-6bc2-4a05-8070-2d1a874abd44,2023-06-16 06:00:06,2023-04-17 06:00:06,2023-04-16,monthly.12.49,2,12.49,7,87.43
56,d6f7bfdd-6bc2-4a05-8070-2d1a874abd44,2023-07-16 06:00:06,2023-04-17 06:00:06,2023-04-16,monthly.12.49,3,12.49,7,87.43
57,d6f7bfdd-6bc2-4a05-8070-2d1a874abd44,2023-08-15 06:00:06,2023-04-17 06:00:06,2023-04-16,monthly.12.49,4,12.49,7,87.43
58,15fe6c31-a87b-4d43-9fdf-2642080525bf,2023-10-11 09:32:13,2023-03-15 09:32:13,2023-03-12,monthly.12.49,7,12.49,8,99.92
59,15fe6c31-a87b-4d43-9fdf-2642080525bf,2023-09-11 09:32:13,2023-03-15 09:32:13,2023-03-12,monthly.12.49,6,12.49,8,99.92
60,15fe6c31-a87b-4d43-9fdf-2642080525bf,2023-03-15 09:32:13,2023-03-15 09:32:13,2023-03-12,monthly.12.49,0,12.49,8,99.92
61,15fe6c31-a87b-4d43-9fdf-2642080525bf,2023-04-14 09:32:13,2023-03-15 09:32:13,2023-03-12,monthly.12.49,1,12.49,8,99.92
62,15fe6c31-a87b-4d43-9fdf-2642080525bf,2023-05-14 09:32:13,2023-03-15 09:32:13,2023-03-12,monthly.12.49,2,12.49,8,99.92
63,15fe6c31-a87b-4d43-9fdf-2642080525bf,2023-06-13 09:32:13,2023-03-15 09:32:13,2023-03-12,monthly.12.49,3,12.49,8,99.92
64,15fe6c31-a87b-4d43-9fdf-2642080525bf,2023-07-13 09:32:13,2023-03-15 09:32:13,2023-03-12,monthly.12.49,4,12.49,8,99.92
65,15fe6c31-a87b-4d43-9fdf-2642080525bf,2023-08-12 09:32:13,2023-03-15 09:32:13,2023-03-12,monthly.12.49,5,12.49,8,99.92
66,95d83c21-8605-40e1-89c2-1fcd09e104a3,2023-10-02 12:02:11,2023-03-06 12:02:11,2023-03-05,monthly.12.49,7,12.49,8,99.92
67,95d83c21-8605-40e1-89c2-1fcd09e104a3,2023-09-02 12:02:11,2023-03-06 12:02:11,2023-03-05,monthly.12.49,6,12.49,8,99.92
68,95d83c21-8605-40e1-89c2-1fcd09e104a3,2023-03-06 12:02:11,2023-03-06 12:02:11,2023-03-05,monthly.12.49,0,12.49,8,99.92
69,95d83c21-8605-40e1-89c2-1fcd09e104a3,2023-04-05 12:02:11,2023-03-06 12:02:11,2023-03-05,monthly.12.49,1,12.49,8,99.92
70,95d83c21-8605-40e1-89c2-1fcd09e104a3,2023-05-05 12:02:11,2023-03-06 12:02:11,2023-03-05,monthly.12.49,2,12.49,8,99.92
71,95d83c21-8605-40e1-89c2-1fcd09e104a3,2023-06-04 12:02:11,2023-03-06 12:02:11,2023-03-05,monthly.12.49,3,12.49,8,99.92
72,95d83c21-8605-40e1-89c2-1fcd09e104a3,2023-07-04 12:02:11,2023-03-06 12:02:11,2023-03-05,monthly.12.49,4,12.49,8,99.92
73,95d83c21-8605-40e1-89c2-1fcd09e104a3,2023-08-03 12:02:11,2023-03-06 12:02:11,2023-03-05,monthly.12.49,5,12.49,8,99.92
74,f8ceb936-d4c4-410e-bbbc-765d295767e6,2023-10-02 13:54:00,2023-03-06 13:54:00,2023-03-05,monthly.12.49,7,12.49,8,99.92
75,f8ceb936-d4c4-410e-bbbc-765d295767e6,2023-09-02 13:54:00,2023-03-06 13:54:00,2023-03-05,monthly.12.49,6,12.49,8,99.92
76,f8ceb936-d4c4-410e-bbbc-765d295767e6,2023-03-06 13:54:00,2023-03-06 13:54:00,2023-03-05,monthly.12.49,0,12.49,8,99.92
77,f8ceb936-d4c4-410e-bbbc-765d295767e6,2023-04-05 13:54:00,2023-03-06 13:54:00,2023-03-05,monthly.12.49,1,12.49,8,99.92
78,f8ceb936-d4c4-410e-bbbc-765d295767e6,2023-05-05 13:54:00,2023-03-06 13:54:00,2023-03-05,monthly.12.49,2,12.49,8,99.92
79,f8ceb936-d4c4-410e-bbbc-765d295767e6,2023-06-04 13:54:00,2023-03-06 13:54:00,2023-03-05,monthly.12.49,3,12.49,8,99.92
80,f8ceb936-d4c4-410e-bbbc-765d295767e6,2023-07-04 13:54:00,2023-03-06 13:54:00,2023-03-05,monthly.12.49,4,12.49,8,99.92
81,f8ceb936-d4c4-410e-bbbc-765d295767e6,2023-08-03 13:54:00,2023-03-06 13:54:00,2023-03-05,monthly.12.49,5,12.49,8,99.92
82,9070dd82-0b44-4c42-8c6f-76fdccf1d45f,2023-09-02 19:18:05,2023-03-06 19:18:05,2023-03-05,monthly.12.49,6,12.49,8,99.92
83,9070dd82-0b44-4c42-8c6f-76fdccf1d45f,2023-03-06 19:18:05,2023-03-06 19:18:05,2023-03-05,monthly.12.49,0,12.49,8,99.92
84,9070dd82-0b44-4c42-8c6f-76fdccf1d45f,2023-04-05 19:18:05,2023-03-06 19:18:05,2023-03-05,monthly.12.49,1,12.49,8,99.92
85,9070dd82-0b44-4c42-8c6f-76fdccf1d45f,2023-05-05 19:18:05,2023-03-06 19:18:05,2023-03-05,monthly.12.49,2,12.49,8,99.92
86,9070dd82-0b44-4c42-8c6f-76fdccf1d45f,2023-06-04 19:18:05,2023-03-06 19:18:05,2023-03-05,monthly.12.49,3,12.49,8,99.92
87,9070dd82-0b44-4c42-8c6f-76fdccf1d45f,2023-07-04 19:18:05,2023-03-06 19:18:05,2023-03-05,monthly.12.49,4,12.49,8,99.92
88,9070dd82-0b44-4c42-8c6f-76fdccf1d45f,2023-08-03 19:18:05,2023-03-06 19:18:05,2023-03-05,monthly.12.49,5,12.49,8,99.92
89,9070dd82-0b44-4c42-8c6f-76fdccf1d45f,2023-10-02 19:18:05,2023-03-06 19:18:05,2023-03-05,monthly.12.49,7,12.49,8,99.92
90,5a3aabf1-78b8-42e9-b193-35361319a9bf,2023-10-08 17:16:42,2023-04-11 17:16:42,2023-04-09,monthly.12.49,6,12.49,7,87.43
91,5a3aabf1-78b8-42e9-b193-35361319a9bf,2023-09-08 17:16:42,2023-04-11 17:16:42,2023-04-09,monthly.12.49,5,12.49,7,87.43
92,5a3aabf1-78b8-42e9-b193-35361319a9bf,2023-04-11 17:16:42,2023-04-11 17:16:42,2023-04-09,monthly.12.49,0,12.49,7,87.43
93,5a3aabf1-78b8-42e9-b193-35361319a9bf,2023-05-11 17:16:42,2023-04-11 17:16:42,2023-04-09,monthly.12.49,1,12.49,7,87.43
94,5a3aabf1-78b8-42e9-b193-35361319a9bf,2023-06-10 17:16:42,2023-04-11 17:16:42,2023-04-09,monthly.12.49,2,12.49,7,87.43
95,5a3aabf1-78b8-42e9-b193-35361319a9bf,2023-07-10 17:16:42,2023-04-11 17:16:42,2023-04-09,monthly.12.49,3,12.49,7,87.43
96,5a3aabf1-78b8-42e9-b193-35361319a9bf,2023-08-09 17:16:42,2023-04-11 17:16:42,2023-04-09,monthly.12.49,4,12.49,7,87.43
97,e13dd319-b93b-49d4-802f-f49247d5af40,2023-09-29 17:37:49,2023-05-02 17:37:49,2023-04-30,monthly.12.49,5,12.49,6,74.94
98,e13dd319-b93b-49d4-802f-f49247d5af40,2023-08-30 17:37:49,2023-05-02 17:37:49,2023-04-30,monthly.12.49,4,12.49,6,74.94
99,e13dd319-b93b-49d4-802f-f49247d5af40,2023-05-02 17:37:49,2023-05-02 17:37:49,2023-04-30,monthly.12.49,0,12.49,6,74.94
100,e13dd319-b93b-49d4-802f-f49247d5af40,2023-06-01 17:37:49,2023-05-02 17:37:49,2023-04-30,monthly.12.49,1,12.49,6,74.94
101,e13dd319-b93b-49d4-802f-f49247d5af40,2023-07-01 17:37:49,2023-05-02 17:37:49,2023-04-30,monthly.12.49,2,12.49,6,74.94
102,e13dd319-b93b-49d4-802f-f49247d5af40,2023-07-31 17:37:49,2023-05-02 17:37:49,2023-04-30,monthly.12.49,3,12.49,6,74.94
103,0bf79631-29f5-4fe8-8e38-d2774cc2b8b6,2023-10-06 08:32:21,2023-03-10 08:32:21,2023-03-05,monthly.12.49,7,12.49,8,99.92
104,0bf79631-29f5-4fe8-8e38-d2774cc2b8b6,2023-09-06 08:32:21,2023-03-10 08:32:21,2023-03-05,monthly.12.49,6,12.49,8,99.92
105,0bf79631-29f5-4fe8-8e38-d2774cc2b8b6,2023-03-10 08:32:21,2023-03-10 08:32:21,2023-03-05,monthly.12.49,0,12.49,8,99.92
106,0bf79631-29f5-4fe8-8e38-d2774cc2b8b6,2023-04-09 08:32:21,2023-03-10 08:32:21,2023-03-05,monthly.12.49,1,12.49,8,99.92
107,0bf79631-29f5-4fe8-8e38-d2774cc2b8b6,2023-05-09 08:32:21,2023-03-10 08:32:21,2023-03-05,monthly.12.49,2,12.49,8,99.92
108,0bf79631-29f5-4fe8-8e38-d2774cc2b8b6,2023-06-08 08:32:21,2023-03-10 08:32:21,2023-03-05,monthly.12.49,3,12.49,8,99.92
109,0bf79631-29f5-4fe8-8e38-d2774cc2b8b6,2023-07-08 08:32:21,2023-03-10 08:32:21,2023-03-05,monthly.12.49,4,12.49,8,99.92
110,0bf79631-29f5-4fe8-8e38-d2774cc2b8b6,2023-08-07 08:32:21,2023-03-10 08:32:21,2023-03-05,monthly.12.49,5,12.49,8,99.92
111,f91e66c8-bf50-43f8-b096-d70067b66e40,2023-08-30 04:09:37,2023-05-02 04:09:37,2023-04-30,monthly.12.49,4,12.49,6,74.94
112,f91e66c8-bf50-43f8-b096-d70067b66e40,2023-05-02 04:09:37,2023-05-02 04:09:37,2023-04-30,monthly.12.49,0,12.49,6,74.94
113,f91e66c8-bf50-43f8-b096-d70067b66e40,2023-06-01 04:09:37,2023-05-02 04:09:37,2023-04-30,monthly.12.49,1,12.49,6,74.94
114,f91e66c8-bf50-43f8-b096-d70067b66e40,2023-07-01 04:09:37,2023-05-02 04:09:37,2023-04-30,monthly.12.49,2,12.49,6,74.94
115,f91e66c8-bf50-43f8-b096-d70067b66e40,2023-07-31 04:09:37,2023-05-02 04:09:37,2023-04-30,monthly.12.49,3,12.49,6,74.94
116,f91e66c8-bf50-43f8-b096-d70067b66e40,2023-09-29 04:09:37,2023-05-02 04:09:37,2023-04-30,monthly.12.49,5,12.49,6,74.94
117,5415ded7-0026-4155-ad8e-b4a41c0fbbea,2023-04-19 17:51:22,2023-04-19 17:51:22,2023-04-16,monthly.12.49,0,12.49,3,37.47
118,5415ded7-0026-4155-ad8e-b4a41c0fbbea,2023-05-19 17:51:22,2023-04-19 17:51:22,2023-04-16,monthly.12.49,1,12.49,3,37.47
119,5415ded7-0026-4155-ad8e-b4a41c0fbbea,2023-06-18 17:51:22,2023-04-19 17:51:22,2023-04-16,monthly.12.49,2,12.49,3,37.47
120,e0f45f6f-1865-417c-a524-d37c051a1554,2023-03-06 04:55:30,2023-03-06 04:55:30,2023-03-05,monthly.12.49,0,12.49,1,12.49
121,693c0a4d-cc6b-4615-bc66-26a57c79a3ee,2023-03-06 05:37:12,2023-03-06 05:37:12,2023-03-05,monthly.12.49,0,12.49,1,12.49
122,39b53334-6754-4d64-b12d-4a36ad518b5c,2023-03-06 06:43:42,2023-03-06 06:43:42,2023-03-05,monthly.12.49,0,12.49,1,12.49
123,298f1162-5163-4d24-b78a-14bd7e2bda95,2023-03-06 06:56:30,2023-03-06 06:56:30,2023-03-05,monthly.12.49,0,12.49,4,49.96
124,298f1162-5163-4d24-b78a-14bd7e2bda95,2023-04-05 06:56:30,2023-03-06 06:56:30,2023-03-05,monthly.12.49,1,12.49,4,49.96
125,298f1162-5163-4d24-b78a-14bd7e2bda95,2023-05-05 06:56:30,2023-03-06 06:56:30,2023-03-05,monthly.12.49,2,12.49,4,49.96
126,298f1162-5163-4d24-b78a-14bd7e2bda95,2023-06-04 06:56:30,2023-03-06 06:56:30,2023-03-05,monthly.12.49,3,12.49,4,49.96
127,c40d27f9-3f40-45de-a0db-f684dc5ff196,2023-03-06 09:42:17,2023-03-06 09:42:17,2023-03-05,monthly.12.49,0,12.49,1,12.49
128,2fb7b40f-626c-45b8-8f48-c9ec9d43dae9,2023-03-06 09:55:50,2023-03-06 09:55:50,2023-03-05,monthly.12.49,0,12.49,2,24.98
129,2fb7b40f-626c-45b8-8f48-c9ec9d43dae9,2023-05-05 09:55:50,2023-03-06 09:55:50,2023-03-05,monthly.12.49,2,12.49,2,24.98
130,e4d30ccc-1303-4a28-9809-258dd1fe1e62,2023-03-08 04:06:44,2023-03-08 04:06:44,2023-03-05,monthly.12.49,0,12.49,1,12.49
131,5c22811d-662b-4551-98c0-8ba76703cb67,2023-03-06 10:56:51,2023-03-06 10:56:51,2023-03-05,monthly.12.49,0,12.49,1,12.49
132,826647e4-4493-4e35-8e17-49d4adab1b95,2023-03-06 12:36:28,2023-03-06 12:36:28,2023-03-05,monthly.12.49,0,12.49,2,24.98
133,826647e4-4493-4e35-8e17-49d4adab1b95,2023-04-05 12:36:28,2023-03-06 12:36:28,2023-03-05,monthly.12.49,1,12.49,2,24.98
134,bef61088-1d08-44db-a44f-a7cf324da47e,2023-03-06 13:47:18,2023-03-06 13:47:18,2023-03-05,monthly.12.49,0,12.49,4,49.96
135,bef61088-1d08-44db-a44f-a7cf324da47e,2023-04-05 13:47:18,2023-03-06 13:47:18,2023-03-05,monthly.12.49,1,12.49,4,49.96
136,bef61088-1d08-44db-a44f-a7cf324da47e,2023-05-05 13:47:18,2023-03-06 13:47:18,2023-03-05,monthly.12.49,2,12.49,4,49.96
137,bef61088-1d08-44db-a44f-a7cf324da47e,2023-06-04 13:47:18,2023-03-06 13:47:18,2023-03-05,monthly.12.49,3,12.49,4,49.96
138,f6149807-63c0-4a36-979e-a8d8e6da52b5,2023-03-06 16:01:16,2023-03-06 16:01:16,2023-03-05,monthly.12.49,0,12.49,1,12.49
139,56ff2b29-c0b5-467e-84cd-8dadcbf79380,2023-03-06 20:01:00,2023-03-06 20:01:00,2023-03-05,monthly.12.49,0,12.49,2,24.98
140,56ff2b29-c0b5-467e-84cd-8dadcbf79380,2023-04-05 20:01:00,2023-03-06 20:01:00,2023-03-05,monthly.12.49,1,12.49,2,24.98
141,765089a7-36e1-4400-965d-39634970be75,2023-03-06 22:08:11,2023-03-06 22:08:11,2023-03-05,monthly.12.49,0,12.49,7,87.43
142,765089a7-36e1-4400-965d-39634970be75,2023-04-05 22:08:11,2023-03-06 22:08:11,2023-03-05,monthly.12.49,1,12.49,7,87.43
143,765089a7-36e1-4400-965d-39634970be75,2023-05-05 22:08:11,2023-03-06 22:08:11,2023-03-05,monthly.12.49,2,12.49,7,87.43
144,765089a7-36e1-4400-965d-39634970be75,2023-06-04 22:08:11,2023-03-06 22:08:11,2023-03-05,monthly.12.49,3,12.49,7,87.43
145,765089a7-36e1-4400-965d-39634970be75,2023-07-04 22:08:11,2023-03-06 22:08:11,2023-03-05,monthly.12.49,4,12.49,7,87.43
146,765089a7-36e1-4400-965d-39634970be75,2023-08-03 22:08:11,2023-03-06 22:08:11,2023-03-05,monthly.12.49,5,12.49,7,87.43
147,765089a7-36e1-4400-965d-39634970be75,2023-09-02 22:08:11,2023-03-06 22:08:11,2023-03-05,monthly.12.49,6,12.49,7,87.43
148,652d13a8-db12-4c78-951b-0825eb1f9275,2023-03-07 04:14:49,2023-03-07 04:14:49,2023-03-05,monthly.12.49,0,12.49,2,24.98
149,652d13a8-db12-4c78-951b-0825eb1f9275,2023-06-05 04:14:49,2023-03-07 04:14:49,2023-03-05,monthly.12.49,3,12.49,2,24.98
150,eafcb032-7aa6-4231-91e9-57a1caef4f29,2023-03-07 04:58:39,2023-03-07 04:58:39,2023-03-05,monthly.12.49,0,12.49,2,24.98
151,eafcb032-7aa6-4231-91e9-57a1caef4f29,2023-04-06 04:58:39,2023-03-07 04:58:39,2023-03-05,monthly.12.49,1,12.49,2,24.98
152,c99a9a87-25ac-4d81-adaf-77fa0fe40041,2023-03-07 06:16:31,2023-03-07 06:16:31,2023-03-05,monthly.12.49,0,12.49,1,12.49
153,89059683-16a0-4c40-9ff3-fcb44fa6d38e,2023-03-07 06:32:09,2023-03-07 06:32:09,2023-03-05,monthly.12.49,0,12.49,1,12.49
154,39213ae6-fe4d-4660-bc1a-fbb8d5091aab,2023-03-07 07:45:20,2023-03-07 07:45:20,2023-03-05,monthly.12.49,0,12.49,1,12.49
155,c07d3ec8-678b-4ac6-af22-47006baba461,2023-03-07 08:23:02,2023-03-07 08:23:02,2023-03-05,monthly.12.49,0,12.49,2,24.98
156,c07d3ec8-678b-4ac6-af22-47006baba461,2023-04-06 08:23:02,2023-03-07 08:23:02,2023-03-05,monthly.12.49,1,12.49,2,24.98
157,244b2486-21fe-45a6-b9b9-85763ce62c05,2023-03-26 12:08:35,2023-03-26 12:08:35,2023-03-19,monthly.12.49,0,12.49,1,12.49
158,18e8be13-1dc5-4434-9717-5c2b020bfb40,2023-04-01 04:28:57,2023-04-01 04:28:57,2023-03-26,monthly.12.49,0,12.49,1,12.49
159,d62ab425-a239-45d5-ad94-4c2135c7eed9,2023-03-07 12:51:01,2023-03-07 12:51:01,2023-03-05,monthly.12.49,0,12.49,1,12.49
160,160e56bd-1734-4f3f-946b-c1bc1d5c0c06,2023-03-07 13:02:31,2023-03-07 13:02:31,2023-03-05,monthly.12.49,0,12.49,4,49.96
161,160e56bd-1734-4f3f-946b-c1bc1d5c0c06,2023-04-06 13:02:31,2023-03-07 13:02:31,2023-03-05,monthly.12.49,1,12.49,4,49.96
162,160e56bd-1734-4f3f-946b-c1bc1d5c0c06,2023-05-06 13:02:31,2023-03-07 13:02:31,2023-03-05,monthly.12.49,2,12.49,4,49.96
163,160e56bd-1734-4f3f-946b-c1bc1d5c0c06,2023-06-05 13:02:31,2023-03-07 13:02:31,2023-03-05,monthly.12.49,3,12.49,4,49.96
164,f19defbb-bf3c-4963-a313-e8ebab6d7119,2023-04-04 23:27:01,2023-04-04 23:27:01,2023-04-02,monthly.12.49,0,12.49,2,24.98
165,f19defbb-bf3c-4963-a313-e8ebab6d7119,2023-05-04 23:27:01,2023-04-04 23:27:01,2023-04-02,monthly.12.49,1,12.49,2,24.98
166,39ae90e6-1d01-4862-905e-61ada3d4c8f6,2023-03-07 14:43:56,2023-03-07 14:43:56,2023-03-05,monthly.12.49,0,12.49,1,12.49
167,749c22c0-8eb5-4e23-9d73-0ee79bb36b72,2023-03-07 16:22:37,2023-03-07 16:22:37,2023-03-05,monthly.12.49,0,12.49,1,12.49
168,23788d65-a681-46cd-ad10-737c118e1092,2023-03-07 21:37:28,2023-03-07 21:37:28,2023-03-05,monthly.12.49,0,12.49,3,37.47
